0.2,0.2,50,False,0.5,0,57.76,0.0,0.58,0.0
0.2,0.2,50,False,0.5,1,66.94,2.0,0.8,0.0
0.2,0.2,50,False,0.5,2,33.74,3.0,0.2,0.0
0.2,0.2,50,False,0.5,3,47.1,4.0,0.98,0.0
0.2,0.2,50,False,0.8,0,66.68,2.0,0.8,0.0
0.2,0.2,50,False,0.8,1,43.54,4.0,0.78,0.0
0.2,0.2,50,False,0.8,2,64.74,11.0,1.38,0.0
0.2,0.2,50,False,0.8,3,25.66,7.0,1.14,0.0
0.2,0.2,50,False,1,0,84.78,6.0,1,0.0
0.2,0.2,50,False,1,1,66.82,13.5,1.02,0.0
0.2,0.2,50,False,1,2,48.34,5.5,1.9,0.0
0.2,0.2,50,False,1,3,28.76,2.5,2.1,0.0
0.2,0.2,100,False,0.5,0,19.14,1.0,0.2,0.0
0.2,0.2,100,False,0.5,1,78.5,3.0,1.16,0.0
0.2,0.2,100,False,0.5,2,69.06,3.0,1.2,0.0
0.2,0.2,100,False,0.5,3,99.46,8.0,1.6,0.0
0.2,0.2,100,False,0.8,0,110.76,2.0,1.4,0.0
0.2,0.2,100,False,0.8,1,168.4,14.0,2.98,0.0
0.2,0.2,100,False,0.8,2,30.2,5.0,0.4,0.0
0.2,0.2,100,False,0.8,3,47.36,7.0,1.22,0.0
0.2,0.2,100,False,1,0,73.88,2.0,0.8,0.0
0.2,0.2,100,False,1,1,87.08,12.0,2,0.0
0.2,0.2,100,False,1,2,52.06,6.5,1.56,0.0
0.2,0.2,100,False,1,3,39.02,2.0,2.44,0.0
0.7,0.2,50,False,0.5,0,43.96,0.0,0.6,0.0
0.7,0.2,50,False,0.5,1,37.78,2.0,0.58,0.0
0.7,0.2,50,False,0.5,2,102.3,4.0,1.38,0.0
0.7,0.2,50,False,0.5,3,87.86,3.0,1.2,0.0
0.7,0.2,50,False,0.8,0,61.18,2.5,0.78,0.0
0.7,0.2,50,False,0.8,1,53.34,7.0,0.78,0.0
0.7,0.2,50,False,0.8,2,43.24,6.0,1.22,0.0
0.7,0.2,50,False,0.8,3,44.3,6.5,1.36,0.0
0.7,0.2,50,False,1,0,160.9,5.0,2.62,0.0
0.7,0.2,50,False,1,1,106.9,17.0,2.36,0.0
0.7,0.2,50,False,1,2,57.8,9.5,1.1,0.0
0.7,0.2,50,False,1,3,18.56,3.0,2.24,0.0
0.7,0.2,100,False,0.5,0,48.78,0.0,0.6,0.0
0.7,0.2,100,False,0.5,1,40.68,2.0,0.6,0.0
0.7,0.2,100,False,0.5,2,90.58,3.5,1.56,0.0
0.7,0.2,100,False,0.5,3,59.2,4.0,0.8,0.0
0.7,0.2,100,False,0.8,0,60.6,3.0,0.8,0.0
0.7,0.2,100,False,0.8,1,55.92,6.0,1.38,0.0
0.7,0.2,100,False,0.8,2,44.96,17.0,1,0.0
0.7,0.2,100,False,0.8,3,27.24,5.0,0.82,0.0
0.7,0.2,100,False,1,0,96.7,4.5,1.38,0.0
0.7,0.2,100,False,1,1,87.72,12.5,1.76,0.0
0.7,0.2,100,False,1,2,81.62,13.0,2.86,0.0
0.7,0.2,100,False,1,3,23.36,3.0,1.48,0.0
